consumer_id,rank,score,title,body,keyword,url,title_length,body_length,cuisines_preference,foods_preference,taste_preference,dietary_preference
1898143015,9,80,Fresh bowls nearby,Build your perfect meal with options that keep it light,healthy food,https://www.doordash.com/search/store/healthy%20food?event_type=search&filterQuery-vertical_ids=1,18,55,"Japanese (donburi, sushi rolls), Italian (pastas, pizzas), Indian (naans, curries), Mediterranean (Greek, Middle Eastern","Rice bowls like LOCO MOCO DON, customizable burgers, pasta and pizza dishes, assorted appetizers and share plates","Savory with a leaning towards spicy, customizable flavors",none
1917310173,1,98,Noodle cravings covered,🍜 Hot bowls and hand-pulled options ready from spots you'll love,noodles,https://www.doordash.com/search/store/noodles?event_type=search&filterQuery-vertical_ids=1,23,64,"Japanese (authentic ramen and izakaya dishes), Korean (traditional fried chicken and street fare), Filipino (signature C","Fried chicken (both Korean and Filipino styles), ramen and noodle soups, burgers and sandwich combos, with occasional pi","Bold, spicy and umami flavors with a propensity for garlicky, savory profiles",Low Sodium: several orders feature modifications such as 'Low Sodium Garlic Tonkotsu' indicating a health‐conscious adjustment
1917310173,2,96,Skip the schlep,"Get dumplings, rice dishes, and bold flavors delivered from top spots",Chinese food,https://www.doordash.com/search/store/Chinese%20food?event_type=search&filterQuery-vertical_ids=1,15,69,"Japanese (authentic ramen and izakaya dishes), Korean (traditional fried chicken and street fare), Filipino (signature C","Fried chicken (both Korean and Filipino styles), ramen and noodle soups, burgers and sandwich combos, with occasional pi","Bold, spicy and umami flavors with a propensity for garlicky, savory profiles",Low Sodium: several orders feature modifications such as 'Low Sodium Garlic Tonkotsu' indicating a health‐conscious adjustment
1917310173,3,92,Heat seekers wanted,"Get bold, spicy flavors from restaurants that bring it",spicy food,https://www.doordash.com/search/store/spicy%20food?event_type=search&filterQuery-vertical_ids=1,19,54,"Japanese (authentic ramen and izakaya dishes), Korean (traditional fried chicken and street fare), Filipino (signature C","Fried chicken (both Korean and Filipino styles), ramen and noodle soups, burgers and sandwich combos, with occasional pi","Bold, spicy and umami flavors with a propensity for garlicky, savory profiles",Low Sodium: several orders feature modifications such as 'Low Sodium Garlic Tonkotsu' indicating a health‐conscious adjustment
1917310173,4,88,Pizza. Done,"Thin crust to deep dish, they're all just a tap away",pizza,https://www.doordash.com/search/store/pizza?event_type=search&filterQuery-vertical_ids=1,11,52,"Japanese (authentic ramen and izakaya dishes), Korean (traditional fried chicken and street fare), Filipino (signature C","Fried chicken (both Korean and Filipino styles), ramen and noodle soups, burgers and sandwich combos, with occasional pi","Bold, spicy and umami flavors with a propensity for garlicky, savory profiles",Low Sodium: several orders feature modifications such as 'Low Sodium Garlic Tonkotsu' indicating a health‐conscious adjustment
1917310173,5,86,Burgers your way,"Classic or loaded, get them delivered hot and ready",burgers,https://www.doordash.com/search/store/burgers?event_type=search&filterQuery-vertical_ids=1,16,51,"Japanese (authentic ramen and izakaya dishes), Korean (traditional fried chicken and street fare), Filipino (signature C","Fried chicken (both Korean and Filipino styles), ramen and noodle soups, burgers and sandwich combos, with occasional pi","Bold, spicy and umami flavors with a propensity for garlicky, savory profiles",Low Sodium: several orders feature modifications such as 'Low Sodium Garlic Tonkotsu' indicating a health‐conscious adjustment
1917310173,6,84,Sushi and ramen ready,Fresh rolls and rich broths from spots you'll want to reorder,Japanese food,https://www.doordash.com/search/store/Japanese%20food?event_type=search&filterQuery-vertical_ids=1,21,61,"Japanese (authentic ramen and izakaya dishes), Korean (traditional fried chicken and street fare), Filipino (signature C","Fried chicken (both Korean and Filipino styles), ramen and noodle soups, burgers and sandwich combos, with occasional pi","Bold, spicy and umami flavors with a propensity for garlicky, savory profiles",Low Sodium: several orders feature modifications such as 'Low Sodium Garlic Tonkotsu' indicating a health‐conscious adjustment
1917310173,7,82,Korean favorites nearby,"From bibimbap to Korean fried chicken, flavors you'll love",Korean food,https://www.doordash.com/search/store/Korean%20food?event_type=search&filterQuery-vertical_ids=1,23,58,"Japanese (authentic ramen and izakaya dishes), Korean (traditional fried chicken and street fare), Filipino (signature C","Fried chicken (both Korean and Filipino styles), ramen and noodle soups, burgers and sandwich combos, with occasional pi","Bold, spicy and umami flavors with a propensity for garlicky, savory profiles",Low Sodium: several orders feature modifications such as 'Low Sodium Garlic Tonkotsu' indicating a health‐conscious adjustment
1917310173,8,80,Your go-tos are here,Reorder favorites or find something new worth trying,restaurants,https://www.doordash.com/search/store/restaurants?event_type=search&filterQuery-vertical_ids=1,20,52,"Japanese (authentic ramen and izakaya dishes), Korean (traditional fried chicken and street fare), Filipino (signature C","Fried chicken (both Korean and Filipino styles), ramen and noodle soups, burgers and sandwich combos, with occasional pi","Bold, spicy and umami flavors with a propensity for garlicky, savory profiles",Low Sodium: several orders feature modifications such as 'Low Sodium Garlic Tonkotsu' indicating a health‐conscious adjustment
1652637228,1,96,Skip the schlep,"Get dumplings, rice dishes, and bold flavors delivered from top spots",Chinese food,https://www.doordash.com/search/store/Chinese%20food?event_type=search&filterQuery-vertical_ids=1,15,69,"Northern Indian, Chinese, Mediterranean, Korean, American, Thai – with a dominant emphasis on Northern Indian and tradit","Indian curries and biryanis, assorted naan breads and chaat items, customizable sandwiches and pizzas, and specialty bow","Bold, spicy, and richly flavored with a mix of tangy, savory, and sweet dessert profiles.","Vegetarian-friendly with frequent modifications such as extra vegetables, substitutions in sandwiches and bowls, and occasional plant-based protein options, although non-vegetarian items also appear."
1652637228,2,94,You pick. We roll,Build your perfect bowl with fresh ingredients from places nearby,rice bowls,https://www.doordash.com/search/store/rice%20bowls?event_type=search&filterQuery-vertical_ids=1,17,65,"Northern Indian, Chinese, Mediterranean, Korean, American, Thai – with a dominant emphasis on Northern Indian and tradit","Indian curries and biryanis, assorted naan breads and chaat items, customizable sandwiches and pizzas, and specialty bow","Bold, spicy, and richly flavored with a mix of tangy, savory, and sweet dessert profiles.","Vegetarian-friendly with frequent modifications such as extra vegetables, substitutions in sandwiches and bowls, and occasional plant-based protein options, although non-vegetarian items also appear."
1652637228,3,92,Heat seekers wanted,"Get bold, spicy flavors from restaurants that bring it",spicy food,https://www.doordash.com/search/store/spicy%20food?event_type=search&filterQuery-vertical_ids=1,19,54,"Northern Indian, Chinese, Mediterranean, Korean, American, Thai – with a dominant emphasis on Northern Indian and tradit","Indian curries and biryanis, assorted naan breads and chaat items, customizable sandwiches and pizzas, and specialty bow","Bold, spicy, and richly flavored with a mix of tangy, savory, and sweet dessert profiles.","Vegetarian-friendly with frequent modifications such as extra vegetables, substitutions in sandwiches and bowls, and occasional plant-based protein options, although non-vegetarian items also appear."
1652637228,4,88,Pizza. Done,"Thin crust to deep dish, they're all just a tap away",pizza,https://www.doordash.com/search/store/pizza?event_type=search&filterQuery-vertical_ids=1,11,52,"Northern Indian, Chinese, Mediterranean, Korean, American, Thai – with a dominant emphasis on Northern Indian and tradit","Indian curries and biryanis, assorted naan breads and chaat items, customizable sandwiches and pizzas, and specialty bow","Bold, spicy, and richly flavored with a mix of tangy, savory, and sweet dessert profiles.","Vegetarian-friendly with frequent modifications such as extra vegetables, substitutions in sandwiches and bowls, and occasional plant-based protein options, although non-vegetarian items also appear."
1652637228,5,86,Burgers your way,"Classic or loaded, get them delivered hot and ready",burgers,https://www.doordash.com/search/store/burgers?event_type=search&filterQuery-vertical_ids=1,16,51,"Northern Indian, Chinese, Mediterranean, Korean, American, Thai – with a dominant emphasis on Northern Indian and tradit","Indian curries and biryanis, assorted naan breads and chaat items, customizable sandwiches and pizzas, and specialty bow","Bold, spicy, and richly flavored with a mix of tangy, savory, and sweet dessert profiles.","Vegetarian-friendly with frequent modifications such as extra vegetables, substitutions in sandwiches and bowls, and occasional plant-based protein options, although non-vegetarian items also appear."
1652637228,6,82,Curry cravings,Get bold Thai curries and stir-fries delivered in 30 min,Thai food,https://www.doordash.com/search/store/Thai%20food?event_type=search&filterQuery-vertical_ids=1,14,56,"Northern Indian, Chinese, Mediterranean, Korean, American, Thai – with a dominant emphasis on Northern Indian and tradit","Indian curries and biryanis, assorted naan breads and chaat items, customizable sandwiches and pizzas, and specialty bow","Bold, spicy, and richly flavored with a mix of tangy, savory, and sweet dessert profiles.","Vegetarian-friendly with frequent modifications such as extra vegetables, substitutions in sandwiches and bowls, and occasional plant-based protein options, although non-vegetarian items also appear."
1652637228,7,82,Curry and more,"Bold Indian flavors from tikka masala to biryani, all nearby",Indian food,https://www.doordash.com/search/store/Indian%20food?event_type=search&filterQuery-vertical_ids=1,14,60,"Northern Indian, Chinese, Mediterranean, Korean, American, Thai – with a dominant emphasis on Northern Indian and tradit","Indian curries and biryanis, assorted naan breads and chaat items, customizable sandwiches and pizzas, and specialty bow","Bold, spicy, and richly flavored with a mix of tangy, savory, and sweet dessert profiles.","Vegetarian-friendly with frequent modifications such as extra vegetables, substitutions in sandwiches and bowls, and occasional plant-based protein options, although non-vegetarian items also appear."
1652637228,8,82,Mediterranean picks,"Fresh gyros, falafel, and hummus from spots worth reordering",Mediterranean food,https://www.doordash.com/search/store/Mediterranean%20food?event_type=search&filterQuery-vertical_ids=1,19,60,"Northern Indian, Chinese, Mediterranean, Korean, American, Thai – with a dominant emphasis on Northern Indian and tradit","Indian curries and biryanis, assorted naan breads and chaat items, customizable sandwiches and pizzas, and specialty bow","Bold, spicy, and richly flavored with a mix of tangy, savory, and sweet dessert profiles.","Vegetarian-friendly with frequent modifications such as extra vegetables, substitutions in sandwiches and bowls, and occasional plant-based protein options, although non-vegetarian items also appear."
1652637228,9,80,Your go-tos are here,Reorder favorites or find something new worth trying,restaurants,https://www.doordash.com/search/store/restaurants?event_type=search&filterQuery-vertical_ids=1,20,52,"Northern Indian, Chinese, Mediterranean, Korean, American, Thai – with a dominant emphasis on Northern Indian and tradit","Indian curries and biryanis, assorted naan breads and chaat items, customizable sandwiches and pizzas, and specialty bow","Bold, spicy, and richly flavored with a mix of tangy, savory, and sweet dessert profiles.","Vegetarian-friendly with frequent modifications such as extra vegetables, substitutions in sandwiches and bowls, and occasional plant-based protein options, although non-vegetarian items also appear."
1652637228,10,80,Fresh bowls nearby,Build your perfect meal with options that keep it light,healthy food,https://www.doordash.com/search/store/healthy%20food?event_type=search&filterQuery-vertical_ids=1,18,55,"Northern Indian, Chinese, Mediterranean, Korean, American, Thai – with a dominant emphasis on Northern Indian and tradit","Indian curries and biryanis, assorted naan breads and chaat items, customizable sandwiches and pizzas, and specialty bow","Bold, spicy, and richly flavored with a mix of tangy, savory, and sweet dessert profiles.","Vegetarian-friendly with frequent modifications such as extra vegetables, substitutions in sandwiches and bowls, and occasional plant-based protein options, although non-vegetarian items also appear."
879733873,1,98,Noodle cravings covered,🍜 Hot bowls and hand-pulled options ready from spots you'll love,noodles,https://www.doordash.com/search/store/noodles?event_type=search&filterQuery-vertical_ids=1,23,64,"Predominantly East Asian (Sichuan, Korean, Chinese, Japanese), complemented by American, Italian, and Mediterranean infl","Frequent orders of chicken-based dishes, rice bowls, noodles, sandwiches, with occasional pizzas and fried foods","Savory, spicy, and umami-rich flavors with a penchant for bold and comfort-oriented tastes","Balanced: no significant dietary restrictions observed, with occasional healthier substitutions like brown rice and salad"
879733873,2,96,Skip the schlep,"Get dumplings, rice dishes, and bold flavors delivered from top spots",Chinese food,https://www.doordash.com/search/store/Chinese%20food?event_type=search&filterQuery-vertical_ids=1,15,69,"Predominantly East Asian (Sichuan, Korean, Chinese, Japanese), complemented by American, Italian, and Mediterranean infl","Frequent orders of chicken-based dishes, rice bowls, noodles, sandwiches, with occasional pizzas and fried foods","Savory, spicy, and umami-rich flavors with a penchant for bold and comfort-oriented tastes","Balanced: no significant dietary restrictions observed, with occasional healthier substitutions like brown rice and salad"
879733873,3,94,You pick. We roll,Build your perfect bowl with fresh ingredients from places nearby,rice bowls,https://www.doordash.com/search/store/rice%20bowls?event_type=search&filterQuery-vertical_ids=1,17,65,"Predominantly East Asian (Sichuan, Korean, Chinese, Japanese), complemented by American, Italian, and Mediterranean infl","Frequent orders of chicken-based dishes, rice bowls, noodles, sandwiches, with occasional pizzas and fried foods","Savory, spicy, and umami-rich flavors with a penchant for bold and comfort-oriented tastes","Balanced: no significant dietary restrictions observed, with occasional healthier substitutions like brown rice and salad"
879733873,4,92,Heat seekers wanted,"Get bold, spicy flavors from restaurants that bring it",spicy food,https://www.doordash.com/search/store/spicy%20food?event_type=search&filterQuery-vertical_ids=1,19,54,"Predominantly East Asian (Sichuan, Korean, Chinese, Japanese), complemented by American, Italian, and Mediterranean infl","Frequent orders of chicken-based dishes, rice bowls, noodles, sandwiches, with occasional pizzas and fried foods","Savory, spicy, and umami-rich flavors with a penchant for bold and comfort-oriented tastes","Balanced: no significant dietary restrictions observed, with occasional healthier substitutions like brown rice and salad"
879733873,5,88,Pizza. Done,"Thin crust to deep dish, they're all just a tap away",pizza,https://www.doordash.com/search/store/pizza?event_type=search&filterQuery-vertical_ids=1,11,52,"Predominantly East Asian (Sichuan, Korean, Chinese, Japanese), complemented by American, Italian, and Mediterranean infl","Frequent orders of chicken-based dishes, rice bowls, noodles, sandwiches, with occasional pizzas and fried foods","Savory, spicy, and umami-rich flavors with a penchant for bold and comfort-oriented tastes","Balanced: no significant dietary restrictions observed, with occasional healthier substitutions like brown rice and salad"
879733873,6,86,Burgers your way,"Classic or loaded, get them delivered hot and ready",burgers,https://www.doordash.com/search/store/burgers?event_type=search&filterQuery-vertical_ids=1,16,51,"Predominantly East Asian (Sichuan, Korean, Chinese, Japanese), complemented by American, Italian, and Mediterranean infl","Frequent orders of chicken-based dishes, rice bowls, noodles, sandwiches, with occasional pizzas and fried foods","Savory, spicy, and umami-rich flavors with a penchant for bold and comfort-oriented tastes","Balanced: no significant dietary restrictions observed, with occasional healthier substitutions like brown rice and salad"
879733873,7,84,Sushi and ramen ready,Fresh rolls and rich broths from spots you'll want to reorder,Japanese food,https://www.doordash.com/search/store/Japanese%20food?event_type=search&filterQuery-vertical_ids=1,21,61,"Predominantly East Asian (Sichuan, Korean, Chinese, Japanese), complemented by American, Italian, and Mediterranean infl","Frequent orders of chicken-based dishes, rice bowls, noodles, sandwiches, with occasional pizzas and fried foods","Savory, spicy, and umami-rich flavors with a penchant for bold and comfort-oriented tastes","Balanced: no significant dietary restrictions observed, with occasional healthier substitutions like brown rice and salad"
879733873,8,82,Korean favorites nearby,"From bibimbap to Korean fried chicken, flavors you'll love",Korean food,https://www.doordash.com/search/store/Korean%20food?event_type=search&filterQuery-vertical_ids=1,23,58,"Predominantly East Asian (Sichuan, Korean, Chinese, Japanese), complemented by American, Italian, and Mediterranean infl","Frequent orders of chicken-based dishes, rice bowls, noodles, sandwiches, with occasional pizzas and fried foods","Savory, spicy, and umami-rich flavors with a penchant for bold and comfort-oriented tastes","Balanced: no significant dietary restrictions observed, with occasional healthier substitutions like brown rice and salad"
879733873,9,82,Mediterranean picks,"Fresh gyros, falafel, and hummus from spots worth reordering",Mediterranean food,https://www.doordash.com/search/store/Mediterranean%20food?event_type=search&filterQuery-vertical_ids=1,19,60,"Predominantly East Asian (Sichuan, Korean, Chinese, Japanese), complemented by American, Italian, and Mediterranean infl","Frequent orders of chicken-based dishes, rice bowls, noodles, sandwiches, with occasional pizzas and fried foods","Savory, spicy, and umami-rich flavors with a penchant for bold and comfort-oriented tastes","Balanced: no significant dietary restrictions observed, with occasional healthier substitutions like brown rice and salad"
879733873,10,80,Your go-tos are here,Reorder favorites or find something new worth trying,restaurants,https://www.doordash.com/search/store/restaurants?event_type=search&filterQuery-vertical_ids=1,20,52,"Predominantly East Asian (Sichuan, Korean, Chinese, Japanese), complemented by American, Italian, and Mediterranean infl","Frequent orders of chicken-based dishes, rice bowls, noodles, sandwiches, with occasional pizzas and fried foods","Savory, spicy, and umami-rich flavors with a penchant for bold and comfort-oriented tastes","Balanced: no significant dietary restrictions observed, with occasional healthier substitutions like brown rice and salad"
1787689873,1,98,Noodle cravings covered,🍜 Hot bowls and hand-pulled options ready from spots you'll love,noodles,https://www.doordash.com/search/store/noodles?event_type=search&filterQuery-vertical_ids=1,23,64,"Chinese (Sichuan, Cantonese), Japanese (ramen, donburi), Thai (street-style casual), American (BBQ, burgers)","Noodles, rice bowls, sandwiches, burgers, and dim sum/dumplings","Spicy, savory and umami with occasional tangy and sweet accents",none
1787689873,2,96,Skip the schlep,"Get dumplings, rice dishes, and bold flavors delivered from top spots",Chinese food,https://www.doordash.com/search/store/Chinese%20food?event_type=search&filterQuery-vertical_ids=1,15,69,"Chinese (Sichuan, Cantonese), Japanese (ramen, donburi), Thai (street-style casual), American (BBQ, burgers)","Noodles, rice bowls, sandwiches, burgers, and dim sum/dumplings","Spicy, savory and umami with occasional tangy and sweet accents",none
1787689873,3,94,You pick. We roll,Build your perfect bowl with fresh ingredients from places nearby,rice bowls,https://www.doordash.com/search/store/rice%20bowls?event_type=search&filterQuery-vertical_ids=1,17,65,"Chinese (Sichuan, Cantonese), Japanese (ramen, donburi), Thai (street-style casual), American (BBQ, burgers)","Noodles, rice bowls, sandwiches, burgers, and dim sum/dumplings","Spicy, savory and umami with occasional tangy and sweet accents",none
1787689873,4,92,Heat seekers wanted,"Get bold, spicy flavors from restaurants that bring it",spicy food,https://www.doordash.com/search/store/spicy%20food?event_type=search&filterQuery-vertical_ids=1,19,54,"Chinese (Sichuan, Cantonese), Japanese (ramen, donburi), Thai (street-style casual), American (BBQ, burgers)","Noodles, rice bowls, sandwiches, burgers, and dim sum/dumplings","Spicy, savory and umami with occasional tangy and sweet accents",none
1787689873,5,86,Burgers your way,"Classic or loaded, get them delivered hot and ready",burgers,https://www.doordash.com/search/store/burgers?event_type=search&filterQuery-vertical_ids=1,16,51,"Chinese (Sichuan, Cantonese), Japanese (ramen, donburi), Thai (street-style casual), American (BBQ, burgers)","Noodles, rice bowls, sandwiches, burgers, and dim sum/dumplings","Spicy, savory and umami with occasional tangy and sweet accents",none
1787689873,6,84,Sushi and ramen ready,Fresh rolls and rich broths from spots you'll want to reorder,Japanese food,https://www.doordash.com/search/store/Japanese%20food?event_type=search&filterQuery-vertical_ids=1,21,61,"Chinese (Sichuan, Cantonese), Japanese (ramen, donburi), Thai (street-style casual), American (BBQ, burgers)","Noodles, rice bowls, sandwiches, burgers, and dim sum/dumplings","Spicy, savory and umami with occasional tangy and sweet accents",none
1787689873,7,82,Curry cravings,Get bold Thai curries and stir-fries delivered in 30 min,Thai food,https://www.doordash.com/search/store/Thai%20food?event_type=search&filterQuery-vertical_ids=1,14,56,"Chinese (Sichuan, Cantonese), Japanese (ramen, donburi), Thai (street-style casual), American (BBQ, burgers)","Noodles, rice bowls, sandwiches, burgers, and dim sum/dumplings","Spicy, savory and umami with occasional tangy and sweet accents",none
1787689873,8,80,Your go-tos are here,Reorder favorites or find something new worth trying,restaurants,https://www.doordash.com/search/store/restaurants?event_type=search&filterQuery-vertical_ids=1,20,52,"Chinese (Sichuan, Cantonese), Japanese (ramen, donburi), Thai (street-style casual), American (BBQ, burgers)","Noodles, rice bowls, sandwiches, burgers, and dim sum/dumplings","Spicy, savory and umami with occasional tangy and sweet accents",none
1787689873,9,80,Fresh bowls nearby,Build your perfect meal with options that keep it light,healthy food,https://www.doordash.com/search/store/healthy%20food?event_type=search&filterQuery-vertical_ids=1,18,55,"Chinese (Sichuan, Cantonese), Japanese (ramen, donburi), Thai (street-style casual), American (BBQ, burgers)","Noodles, rice bowls, sandwiches, burgers, and dim sum/dumplings","Spicy, savory and umami with occasional tangy and sweet accents",none
661703925,1,98,Noodle cravings covered,🍜 Hot bowls and hand-pulled options ready from spots you'll love,noodles,https://www.doordash.com/search/store/noodles?event_type=search&filterQuery-vertical_ids=1,23,64,"American (Californian salads, casual grill), Chinese (Sichuan, Cantonese fast‐food), Indian (Northern Indian biryani), T","Heavily favors fresh salads, rice bowls and noodles for lunch and dinner, with occasional indulgences like fast‐food sna","Prefers fresh, savory and well‐balanced flavors with tangy dressings and customizable spice levels","Balanced: frequently opts for health-conscious modifications (e.g., dressings on the side, extra greens) while still ordering meat-based dishes"
661703925,2,96,Skip the schlep,"Get dumplings, rice dishes, and bold flavors delivered from top spots",Chinese food,https://www.doordash.com/search/store/Chinese%20food?event_type=search&filterQuery-vertical_ids=1,15,69,"American (Californian salads, casual grill), Chinese (Sichuan, Cantonese fast‐food), Indian (Northern Indian biryani), T","Heavily favors fresh salads, rice bowls and noodles for lunch and dinner, with occasional indulgences like fast‐food sna","Prefers fresh, savory and well‐balanced flavors with tangy dressings and customizable spice levels","Balanced: frequently opts for health-conscious modifications (e.g., dressings on the side, extra greens) while still ordering meat-based dishes"
661703925,3,94,You pick. We roll,Build your perfect bowl with fresh ingredients from places nearby,rice bowls,https://www.doordash.com/search/store/rice%20bowls?event_type=search&filterQuery-vertical_ids=1,17,65,"American (Californian salads, casual grill), Chinese (Sichuan, Cantonese fast‐food), Indian (Northern Indian biryani), T","Heavily favors fresh salads, rice bowls and noodles for lunch and dinner, with occasional indulgences like fast‐food sna","Prefers fresh, savory and well‐balanced flavors with tangy dressings and customizable spice levels","Balanced: frequently opts for health-conscious modifications (e.g., dressings on the side, extra greens) while still ordering meat-based dishes"
661703925,4,82,Curry cravings,Get bold Thai curries and stir-fries delivered in 30 min,Thai food,https://www.doordash.com/search/store/Thai%20food?event_type=search&filterQuery-vertical_ids=1,14,56,"American (Californian salads, casual grill), Chinese (Sichuan, Cantonese fast‐food), Indian (Northern Indian biryani), T","Heavily favors fresh salads, rice bowls and noodles for lunch and dinner, with occasional indulgences like fast‐food sna","Prefers fresh, savory and well‐balanced flavors with tangy dressings and customizable spice levels","Balanced: frequently opts for health-conscious modifications (e.g., dressings on the side, extra greens) while still ordering meat-based dishes"
661703925,5,82,Curry and more,"Bold Indian flavors from tikka masala to biryani, all nearby",Indian food,https://www.doordash.com/search/store/Indian%20food?event_type=search&filterQuery-vertical_ids=1,14,60,"American (Californian salads, casual grill), Chinese (Sichuan, Cantonese fast‐food), Indian (Northern Indian biryani), T","Heavily favors fresh salads, rice bowls and noodles for lunch and dinner, with occasional indulgences like fast‐food sna","Prefers fresh, savory and well‐balanced flavors with tangy dressings and customizable spice levels","Balanced: frequently opts for health-conscious modifications (e.g., dressings on the side, extra greens) while still ordering meat-based dishes"
661703925,6,80,Your go-tos are here,Reorder favorites or find something new worth trying,restaurants,https://www.doordash.com/search/store/restaurants?event_type=search&filterQuery-vertical_ids=1,20,52,"American (Californian salads, casual grill), Chinese (Sichuan, Cantonese fast‐food), Indian (Northern Indian biryani), T","Heavily favors fresh salads, rice bowls and noodles for lunch and dinner, with occasional indulgences like fast‐food sna","Prefers fresh, savory and well‐balanced flavors with tangy dressings and customizable spice levels","Balanced: frequently opts for health-conscious modifications (e.g., dressings on the side, extra greens) while still ordering meat-based dishes"
661703925,7,80,Fresh bowls nearby,Build your perfect meal with options that keep it light,healthy food,https://www.doordash.com/search/store/healthy%20food?event_type=search&filterQuery-vertical_ids=1,18,55,"American (Californian salads, casual grill), Chinese (Sichuan, Cantonese fast‐food), Indian (Northern Indian biryani), T","Heavily favors fresh salads, rice bowls and noodles for lunch and dinner, with occasional indulgences like fast‐food sna","Prefers fresh, savory and well‐balanced flavors with tangy dressings and customizable spice levels","Balanced: frequently opts for health-conscious modifications (e.g., dressings on the side, extra greens) while still ordering meat-based dishes"
