consumer_id,rank,score,title,body,keyword,url,title_length,body_length,cuisines_preference,foods_preference,taste_preference,dietary_preference
1036296113,1,98,Noodle cravings covered,🍜 Hot bowls and hand-pulled options ready from spots you'll love,noodles,https://www.doordash.com/search/store/noodles?event_type=search&filterQuery-vertical_ids=1,23,64,"Chinese (Northern style including Lanzhou hand-pulled noodles and Beijing specialties), Hawaiian (poke), Thai","Noodle soups, rice bowls, hot clay pot dishes, and cold appetizer dishes","Savory, hearty and umami-rich flavors with robust broths and marinated meats",none
1036296113,2,96,Skip the schlep,"Get dumplings, rice dishes, and bold flavors delivered from top spots",Chinese food,https://www.doordash.com/search/store/Chinese%20food?event_type=search&filterQuery-vertical_ids=1,15,69,"Chinese (Northern style including Lanzhou hand-pulled noodles and Beijing specialties), Hawaiian (poke), Thai","Noodle soups, rice bowls, hot clay pot dishes, and cold appetizer dishes","Savory, hearty and umami-rich flavors with robust broths and marinated meats",none
1036296113,3,94,You pick. We roll,Build your perfect bowl with fresh ingredients from places nearby,rice bowls,https://www.doordash.com/search/store/rice%20bowls?event_type=search&filterQuery-vertical_ids=1,17,65,"Chinese (Northern style including Lanzhou hand-pulled noodles and Beijing specialties), Hawaiian (poke), Thai","Noodle soups, rice bowls, hot clay pot dishes, and cold appetizer dishes","Savory, hearty and umami-rich flavors with robust broths and marinated meats",none
1036296113,4,82,Curry cravings,Get bold Thai curries and stir-fries delivered in 30 min,Thai food,https://www.doordash.com/search/store/Thai%20food?event_type=search&filterQuery-vertical_ids=1,14,56,"Chinese (Northern style including Lanzhou hand-pulled noodles and Beijing specialties), Hawaiian (poke), Thai","Noodle soups, rice bowls, hot clay pot dishes, and cold appetizer dishes","Savory, hearty and umami-rich flavors with robust broths and marinated meats",none
1036296113,5,80,Your go-tos are here,Reorder favorites or find something new worth trying,restaurants,https://www.doordash.com/search/store/restaurants?event_type=search&filterQuery-vertical_ids=1,20,52,"Chinese (Northern style including Lanzhou hand-pulled noodles and Beijing specialties), Hawaiian (poke), Thai","Noodle soups, rice bowls, hot clay pot dishes, and cold appetizer dishes","Savory, hearty and umami-rich flavors with robust broths and marinated meats",none
1036296113,6,80,Fresh bowls nearby,Build your perfect meal with options that keep it light,healthy food,https://www.doordash.com/search/store/healthy%20food?event_type=search&filterQuery-vertical_ids=1,18,55,"Chinese (Northern style including Lanzhou hand-pulled noodles and Beijing specialties), Hawaiian (poke), Thai","Noodle soups, rice bowls, hot clay pot dishes, and cold appetizer dishes","Savory, hearty and umami-rich flavors with robust broths and marinated meats",none
87525802,1,94,You pick. We roll,Build your perfect bowl with fresh ingredients from places nearby,rice bowls,https://www.doordash.com/search/store/rice%20bowls?event_type=search&filterQuery-vertical_ids=1,17,65,"Northern Indian, Mediterranean, Mexican, Thai: predominantly orders authentic Northern Indian and Mediterranean dishes w","Burrito bowls, stuffed parathas, customizable salads, tofu bowls, and falafel wraps: frequently orders hearty vegetarian","Mild to moderately spiced, savory and fresh with an emphasis on customizable, balanced flavors","Vegetarian: orders consistently feature plant-based proteins and deliberate modifications such as extra tofu and no meat, reflecting health-conscious choices"
87525802,2,90,Taco time,"Fresh tacos, burritos, and more ready to order from nearby favorites",Mexican,https://www.doordash.com/search/store/Mexican?event_type=search&filterQuery-vertical_ids=1,9,68,"Northern Indian, Mediterranean, Mexican, Thai: predominantly orders authentic Northern Indian and Mediterranean dishes w","Burrito bowls, stuffed parathas, customizable salads, tofu bowls, and falafel wraps: frequently orders hearty vegetarian","Mild to moderately spiced, savory and fresh with an emphasis on customizable, balanced flavors","Vegetarian: orders consistently feature plant-based proteins and deliberate modifications such as extra tofu and no meat, reflecting health-conscious choices"
87525802,3,82,Curry cravings,Get bold Thai curries and stir-fries delivered in 30 min,Thai food,https://www.doordash.com/search/store/Thai%20food?event_type=search&filterQuery-vertical_ids=1,14,56,"Northern Indian, Mediterranean, Mexican, Thai: predominantly orders authentic Northern Indian and Mediterranean dishes w","Burrito bowls, stuffed parathas, customizable salads, tofu bowls, and falafel wraps: frequently orders hearty vegetarian","Mild to moderately spiced, savory and fresh with an emphasis on customizable, balanced flavors","Vegetarian: orders consistently feature plant-based proteins and deliberate modifications such as extra tofu and no meat, reflecting health-conscious choices"
87525802,4,82,Curry and more,"Bold Indian flavors from tikka masala to biryani, all nearby",Indian food,https://www.doordash.com/search/store/Indian%20food?event_type=search&filterQuery-vertical_ids=1,14,60,"Northern Indian, Mediterranean, Mexican, Thai: predominantly orders authentic Northern Indian and Mediterranean dishes w","Burrito bowls, stuffed parathas, customizable salads, tofu bowls, and falafel wraps: frequently orders hearty vegetarian","Mild to moderately spiced, savory and fresh with an emphasis on customizable, balanced flavors","Vegetarian: orders consistently feature plant-based proteins and deliberate modifications such as extra tofu and no meat, reflecting health-conscious choices"
87525802,5,82,Mediterranean picks,"Fresh gyros, falafel, and hummus from spots worth reordering",Mediterranean food,https://www.doordash.com/search/store/Mediterranean%20food?event_type=search&filterQuery-vertical_ids=1,19,60,"Northern Indian, Mediterranean, Mexican, Thai: predominantly orders authentic Northern Indian and Mediterranean dishes w","Burrito bowls, stuffed parathas, customizable salads, tofu bowls, and falafel wraps: frequently orders hearty vegetarian","Mild to moderately spiced, savory and fresh with an emphasis on customizable, balanced flavors","Vegetarian: orders consistently feature plant-based proteins and deliberate modifications such as extra tofu and no meat, reflecting health-conscious choices"
87525802,6,80,Your go-tos are here,Reorder favorites or find something new worth trying,restaurants,https://www.doordash.com/search/store/restaurants?event_type=search&filterQuery-vertical_ids=1,20,52,"Northern Indian, Mediterranean, Mexican, Thai: predominantly orders authentic Northern Indian and Mediterranean dishes w","Burrito bowls, stuffed parathas, customizable salads, tofu bowls, and falafel wraps: frequently orders hearty vegetarian","Mild to moderately spiced, savory and fresh with an emphasis on customizable, balanced flavors","Vegetarian: orders consistently feature plant-based proteins and deliberate modifications such as extra tofu and no meat, reflecting health-conscious choices"
87525802,7,80,Fresh bowls nearby,Build your perfect meal with options that keep it light,healthy food,https://www.doordash.com/search/store/healthy%20food?event_type=search&filterQuery-vertical_ids=1,18,55,"Northern Indian, Mediterranean, Mexican, Thai: predominantly orders authentic Northern Indian and Mediterranean dishes w","Burrito bowls, stuffed parathas, customizable salads, tofu bowls, and falafel wraps: frequently orders hearty vegetarian","Mild to moderately spiced, savory and fresh with an emphasis on customizable, balanced flavors","Vegetarian: orders consistently feature plant-based proteins and deliberate modifications such as extra tofu and no meat, reflecting health-conscious choices"
1876399093,1,94,You pick. We roll,Build your perfect bowl with fresh ingredients from places nearby,rice bowls,https://www.doordash.com/search/store/rice%20bowls?event_type=search&filterQuery-vertical_ids=1,17,65,"Japanese (authentic sushi and maki), Middle Eastern (Persian, Mediterranean kebabs and shawarmas), South African (PERi‐P","Frequent lunch bowls, wraps and grilled chicken dishes, consistent sushi and poke bowls, occasional hearty pizzas and ke","Spicy, robust and flavor‐rich with consistent emphasis on bold sauces and seasonings",none
1876399093,2,92,Heat seekers wanted,"Get bold, spicy flavors from restaurants that bring it",spicy food,https://www.doordash.com/search/store/spicy%20food?event_type=search&filterQuery-vertical_ids=1,19,54,"Japanese (authentic sushi and maki), Middle Eastern (Persian, Mediterranean kebabs and shawarmas), South African (PERi‐P","Frequent lunch bowls, wraps and grilled chicken dishes, consistent sushi and poke bowls, occasional hearty pizzas and ke","Spicy, robust and flavor‐rich with consistent emphasis on bold sauces and seasonings",none
1876399093,3,88,Pizza. Done,"Thin crust to deep dish, they're all just a tap away",pizza,https://www.doordash.com/search/store/pizza?event_type=search&filterQuery-vertical_ids=1,11,52,"Japanese (authentic sushi and maki), Middle Eastern (Persian, Mediterranean kebabs and shawarmas), South African (PERi‐P","Frequent lunch bowls, wraps and grilled chicken dishes, consistent sushi and poke bowls, occasional hearty pizzas and ke","Spicy, robust and flavor‐rich with consistent emphasis on bold sauces and seasonings",none
1876399093,4,84,Sushi and ramen ready,Fresh rolls and rich broths from spots you'll want to reorder,Japanese food,https://www.doordash.com/search/store/Japanese%20food?event_type=search&filterQuery-vertical_ids=1,21,61,"Japanese (authentic sushi and maki), Middle Eastern (Persian, Mediterranean kebabs and shawarmas), South African (PERi‐P","Frequent lunch bowls, wraps and grilled chicken dishes, consistent sushi and poke bowls, occasional hearty pizzas and ke","Spicy, robust and flavor‐rich with consistent emphasis on bold sauces and seasonings",none
1876399093,5,82,Mediterranean picks,"Fresh gyros, falafel, and hummus from spots worth reordering",Mediterranean food,https://www.doordash.com/search/store/Mediterranean%20food?event_type=search&filterQuery-vertical_ids=1,19,60,"Japanese (authentic sushi and maki), Middle Eastern (Persian, Mediterranean kebabs and shawarmas), South African (PERi‐P","Frequent lunch bowls, wraps and grilled chicken dishes, consistent sushi and poke bowls, occasional hearty pizzas and ke","Spicy, robust and flavor‐rich with consistent emphasis on bold sauces and seasonings",none
1876399093,6,80,Your go-tos are here,Reorder favorites or find something new worth trying,restaurants,https://www.doordash.com/search/store/restaurants?event_type=search&filterQuery-vertical_ids=1,20,52,"Japanese (authentic sushi and maki), Middle Eastern (Persian, Mediterranean kebabs and shawarmas), South African (PERi‐P","Frequent lunch bowls, wraps and grilled chicken dishes, consistent sushi and poke bowls, occasional hearty pizzas and ke","Spicy, robust and flavor‐rich with consistent emphasis on bold sauces and seasonings",none
1876399093,7,80,Fresh bowls nearby,Build your perfect meal with options that keep it light,healthy food,https://www.doordash.com/search/store/healthy%20food?event_type=search&filterQuery-vertical_ids=1,18,55,"Japanese (authentic sushi and maki), Middle Eastern (Persian, Mediterranean kebabs and shawarmas), South African (PERi‐P","Frequent lunch bowls, wraps and grilled chicken dishes, consistent sushi and poke bowls, occasional hearty pizzas and ke","Spicy, robust and flavor‐rich with consistent emphasis on bold sauces and seasonings",none
1125900258685514,1,98,Noodle cravings covered,🍜 Hot bowls and hand-pulled options ready from spots you'll love,noodles,https://www.doordash.com/search/store/noodles?event_type=search&filterQuery-vertical_ids=1,23,64,"Chinese (central/Sichuan style, e.g., 575 Miishien, Changsha Rice Noodles), American (e.g., Chick-fil-A, Coupa Cafe) and","Noodle dishes (rice noodles, spicy noodle soups), rice bowls (chicken and beef bowls), fast food sandwiches/tacos (Chick","Spicy and savory with frequent requests for extra vinegar, hot sauce and adjusted spice levels, alon","none: orders include both meat and vegetarian items with no consistent exclusion, modifications focus on taste enhancements rather than strict dietary restrictions"
1125900258685514,2,96,Skip the schlep,"Get dumplings, rice dishes, and bold flavors delivered from top spots",Chinese food,https://www.doordash.com/search/store/Chinese%20food?event_type=search&filterQuery-vertical_ids=1,15,69,"Chinese (central/Sichuan style, e.g., 575 Miishien, Changsha Rice Noodles), American (e.g., Chick-fil-A, Coupa Cafe) and","Noodle dishes (rice noodles, spicy noodle soups), rice bowls (chicken and beef bowls), fast food sandwiches/tacos (Chick","Spicy and savory with frequent requests for extra vinegar, hot sauce and adjusted spice levels, alon","none: orders include both meat and vegetarian items with no consistent exclusion, modifications focus on taste enhancements rather than strict dietary restrictions"
1125900258685514,3,94,You pick. We roll,Build your perfect bowl with fresh ingredients from places nearby,rice bowls,https://www.doordash.com/search/store/rice%20bowls?event_type=search&filterQuery-vertical_ids=1,17,65,"Chinese (central/Sichuan style, e.g., 575 Miishien, Changsha Rice Noodles), American (e.g., Chick-fil-A, Coupa Cafe) and","Noodle dishes (rice noodles, spicy noodle soups), rice bowls (chicken and beef bowls), fast food sandwiches/tacos (Chick","Spicy and savory with frequent requests for extra vinegar, hot sauce and adjusted spice levels, alon","none: orders include both meat and vegetarian items with no consistent exclusion, modifications focus on taste enhancements rather than strict dietary restrictions"
1125900258685514,4,92,Heat seekers wanted,"Get bold, spicy flavors from restaurants that bring it",spicy food,https://www.doordash.com/search/store/spicy%20food?event_type=search&filterQuery-vertical_ids=1,19,54,"Chinese (central/Sichuan style, e.g., 575 Miishien, Changsha Rice Noodles), American (e.g., Chick-fil-A, Coupa Cafe) and","Noodle dishes (rice noodles, spicy noodle soups), rice bowls (chicken and beef bowls), fast food sandwiches/tacos (Chick","Spicy and savory with frequent requests for extra vinegar, hot sauce and adjusted spice levels, alon","none: orders include both meat and vegetarian items with no consistent exclusion, modifications focus on taste enhancements rather than strict dietary restrictions"
1125900258685514,5,86,Burgers your way,"Classic or loaded, get them delivered hot and ready",burgers,https://www.doordash.com/search/store/burgers?event_type=search&filterQuery-vertical_ids=1,16,51,"Chinese (central/Sichuan style, e.g., 575 Miishien, Changsha Rice Noodles), American (e.g., Chick-fil-A, Coupa Cafe) and","Noodle dishes (rice noodles, spicy noodle soups), rice bowls (chicken and beef bowls), fast food sandwiches/tacos (Chick","Spicy and savory with frequent requests for extra vinegar, hot sauce and adjusted spice levels, alon","none: orders include both meat and vegetarian items with no consistent exclusion, modifications focus on taste enhancements rather than strict dietary restrictions"
1125900258685514,6,80,Your go-tos are here,Reorder favorites or find something new worth trying,restaurants,https://www.doordash.com/search/store/restaurants?event_type=search&filterQuery-vertical_ids=1,20,52,"Chinese (central/Sichuan style, e.g., 575 Miishien, Changsha Rice Noodles), American (e.g., Chick-fil-A, Coupa Cafe) and","Noodle dishes (rice noodles, spicy noodle soups), rice bowls (chicken and beef bowls), fast food sandwiches/tacos (Chick","Spicy and savory with frequent requests for extra vinegar, hot sauce and adjusted spice levels, alon","none: orders include both meat and vegetarian items with no consistent exclusion, modifications focus on taste enhancements rather than strict dietary restrictions"
1125900258685514,7,80,Fresh bowls nearby,Build your perfect meal with options that keep it light,healthy food,https://www.doordash.com/search/store/healthy%20food?event_type=search&filterQuery-vertical_ids=1,18,55,"Chinese (central/Sichuan style, e.g., 575 Miishien, Changsha Rice Noodles), American (e.g., Chick-fil-A, Coupa Cafe) and","Noodle dishes (rice noodles, spicy noodle soups), rice bowls (chicken and beef bowls), fast food sandwiches/tacos (Chick","Spicy and savory with frequent requests for extra vinegar, hot sauce and adjusted spice levels, alon","none: orders include both meat and vegetarian items with no consistent exclusion, modifications focus on taste enhancements rather than strict dietary restrictions"
1125900258685514,8,80,Start the day right,"Hot coffee, fresh bagels, and breakfast sandwiches ready to go",breakfast,https://www.doordash.com/search/store/breakfast?event_type=search&filterQuery-vertical_ids=1,19,62,"Chinese (central/Sichuan style, e.g., 575 Miishien, Changsha Rice Noodles), American (e.g., Chick-fil-A, Coupa Cafe) and","Noodle dishes (rice noodles, spicy noodle soups), rice bowls (chicken and beef bowls), fast food sandwiches/tacos (Chick","Spicy and savory with frequent requests for extra vinegar, hot sauce and adjusted spice levels, alon","none: orders include both meat and vegetarian items with no consistent exclusion, modifications focus on taste enhancements rather than strict dietary restrictions"
1125900345980826,1,98,Noodle cravings covered,🍜 Hot bowls and hand-pulled options ready from spots you'll love,noodles,https://www.doordash.com/search/store/noodles?event_type=search&filterQuery-vertical_ids=1,23,64,"Chinese (Mandarin-style from the Signature Beef Mifen), Hawaiian (from build‐your‐own poke bowls), American (healthy bev","Build-your-own customizable bowls, signature noodle soups, and fresh smoothie beverages, with an occasional emphasis on ","Adventurous combination of savory, tangy, and fresh flavors using varied vegetables, fruits, and sau",none
1125900345980826,2,96,Skip the schlep,"Get dumplings, rice dishes, and bold flavors delivered from top spots",Chinese food,https://www.doordash.com/search/store/Chinese%20food?event_type=search&filterQuery-vertical_ids=1,15,69,"Chinese (Mandarin-style from the Signature Beef Mifen), Hawaiian (from build‐your‐own poke bowls), American (healthy bev","Build-your-own customizable bowls, signature noodle soups, and fresh smoothie beverages, with an occasional emphasis on ","Adventurous combination of savory, tangy, and fresh flavors using varied vegetables, fruits, and sau",none
1125900345980826,3,94,You pick. We roll,Build your perfect bowl with fresh ingredients from places nearby,rice bowls,https://www.doordash.com/search/store/rice%20bowls?event_type=search&filterQuery-vertical_ids=1,17,65,"Chinese (Mandarin-style from the Signature Beef Mifen), Hawaiian (from build‐your‐own poke bowls), American (healthy bev","Build-your-own customizable bowls, signature noodle soups, and fresh smoothie beverages, with an occasional emphasis on ","Adventurous combination of savory, tangy, and fresh flavors using varied vegetables, fruits, and sau",none
1125900345980826,4,80,Your go-tos are here,Reorder favorites or find something new worth trying,restaurants,https://www.doordash.com/search/store/restaurants?event_type=search&filterQuery-vertical_ids=1,20,52,"Chinese (Mandarin-style from the Signature Beef Mifen), Hawaiian (from build‐your‐own poke bowls), American (healthy bev","Build-your-own customizable bowls, signature noodle soups, and fresh smoothie beverages, with an occasional emphasis on ","Adventurous combination of savory, tangy, and fresh flavors using varied vegetables, fruits, and sau",none
1125900345980826,5,80,Fresh bowls nearby,Build your perfect meal with options that keep it light,healthy food,https://www.doordash.com/search/store/healthy%20food?event_type=search&filterQuery-vertical_ids=1,18,55,"Chinese (Mandarin-style from the Signature Beef Mifen), Hawaiian (from build‐your‐own poke bowls), American (healthy bev","Build-your-own customizable bowls, signature noodle soups, and fresh smoothie beverages, with an occasional emphasis on ","Adventurous combination of savory, tangy, and fresh flavors using varied vegetables, fruits, and sau",none
1627393472,1,94,You pick. We roll,Build your perfect bowl with fresh ingredients from places nearby,rice bowls,https://www.doordash.com/search/store/rice%20bowls?event_type=search&filterQuery-vertical_ids=1,17,65,"Japanese (CreAsian sushi, ramen), Mexican (Chipotle tacos, burritos), American (steakhouse burgers, pizzas)","frequently ordered poke bowls, sandwich combos, pizzas, burgers, sushi rolls, and dessert cookies, with occasional baker","savory, spicy and sweet flavor inclinations with frequent customizations in sauces and toppings",none
1627393472,2,92,Heat seekers wanted,"Get bold, spicy flavors from restaurants that bring it",spicy food,https://www.doordash.com/search/store/spicy%20food?event_type=search&filterQuery-vertical_ids=1,19,54,"Japanese (CreAsian sushi, ramen), Mexican (Chipotle tacos, burritos), American (steakhouse burgers, pizzas)","frequently ordered poke bowls, sandwich combos, pizzas, burgers, sushi rolls, and dessert cookies, with occasional baker","savory, spicy and sweet flavor inclinations with frequent customizations in sauces and toppings",none
1627393472,3,90,Taco time,"Fresh tacos, burritos, and more ready to order from nearby favorites",Mexican,https://www.doordash.com/search/store/Mexican?event_type=search&filterQuery-vertical_ids=1,9,68,"Japanese (CreAsian sushi, ramen), Mexican (Chipotle tacos, burritos), American (steakhouse burgers, pizzas)","frequently ordered poke bowls, sandwich combos, pizzas, burgers, sushi rolls, and dessert cookies, with occasional baker","savory, spicy and sweet flavor inclinations with frequent customizations in sauces and toppings",none
1627393472,4,88,Pizza. Done,"Thin crust to deep dish, they're all just a tap away",pizza,https://www.doordash.com/search/store/pizza?event_type=search&filterQuery-vertical_ids=1,11,52,"Japanese (CreAsian sushi, ramen), Mexican (Chipotle tacos, burritos), American (steakhouse burgers, pizzas)","frequently ordered poke bowls, sandwich combos, pizzas, burgers, sushi rolls, and dessert cookies, with occasional baker","savory, spicy and sweet flavor inclinations with frequent customizations in sauces and toppings",none
1627393472,5,86,Burgers your way,"Classic or loaded, get them delivered hot and ready",burgers,https://www.doordash.com/search/store/burgers?event_type=search&filterQuery-vertical_ids=1,16,51,"Japanese (CreAsian sushi, ramen), Mexican (Chipotle tacos, burritos), American (steakhouse burgers, pizzas)","frequently ordered poke bowls, sandwich combos, pizzas, burgers, sushi rolls, and dessert cookies, with occasional baker","savory, spicy and sweet flavor inclinations with frequent customizations in sauces and toppings",none
1627393472,6,84,Sushi and ramen ready,Fresh rolls and rich broths from spots you'll want to reorder,Japanese food,https://www.doordash.com/search/store/Japanese%20food?event_type=search&filterQuery-vertical_ids=1,21,61,"Japanese (CreAsian sushi, ramen), Mexican (Chipotle tacos, burritos), American (steakhouse burgers, pizzas)","frequently ordered poke bowls, sandwich combos, pizzas, burgers, sushi rolls, and dessert cookies, with occasional baker","savory, spicy and sweet flavor inclinations with frequent customizations in sauces and toppings",none
1627393472,7,80,Your go-tos are here,Reorder favorites or find something new worth trying,restaurants,https://www.doordash.com/search/store/restaurants?event_type=search&filterQuery-vertical_ids=1,20,52,"Japanese (CreAsian sushi, ramen), Mexican (Chipotle tacos, burritos), American (steakhouse burgers, pizzas)","frequently ordered poke bowls, sandwich combos, pizzas, burgers, sushi rolls, and dessert cookies, with occasional baker","savory, spicy and sweet flavor inclinations with frequent customizations in sauces and toppings",none
1627393472,8,80,Fresh bowls nearby,Build your perfect meal with options that keep it light,healthy food,https://www.doordash.com/search/store/healthy%20food?event_type=search&filterQuery-vertical_ids=1,18,55,"Japanese (CreAsian sushi, ramen), Mexican (Chipotle tacos, burritos), American (steakhouse burgers, pizzas)","frequently ordered poke bowls, sandwich combos, pizzas, burgers, sushi rolls, and dessert cookies, with occasional baker","savory, spicy and sweet flavor inclinations with frequent customizations in sauces and toppings",none
1627393472,9,80,Start the day right,"Hot coffee, fresh bagels, and breakfast sandwiches ready to go",breakfast,https://www.doordash.com/search/store/breakfast?event_type=search&filterQuery-vertical_ids=1,19,62,"Japanese (CreAsian sushi, ramen), Mexican (Chipotle tacos, burritos), American (steakhouse burgers, pizzas)","frequently ordered poke bowls, sandwich combos, pizzas, burgers, sushi rolls, and dessert cookies, with occasional baker","savory, spicy and sweet flavor inclinations with frequent customizations in sauces and toppings",none
1883352280,1,98,Noodle cravings covered,🍜 Hot bowls and hand-pulled options ready from spots you'll love,noodles,https://www.doordash.com/search/store/noodles?event_type=search&filterQuery-vertical_ids=1,23,64,"Chinese (Sichuan, Taiwanese), Japanese, Thai, Korean: predominant Asian regional flavors","Noodle soups, dumplings, fried rice, milk tea: frequent dinner and lunch choices with occasional fast food items","Savory, spicy and umami‐rich flavors with occasional sweet beverage notes",none
1883352280,2,96,Skip the schlep,"Get dumplings, rice dishes, and bold flavors delivered from top spots",Chinese food,https://www.doordash.com/search/store/Chinese%20food?event_type=search&filterQuery-vertical_ids=1,15,69,"Chinese (Sichuan, Taiwanese), Japanese, Thai, Korean: predominant Asian regional flavors","Noodle soups, dumplings, fried rice, milk tea: frequent dinner and lunch choices with occasional fast food items","Savory, spicy and umami‐rich flavors with occasional sweet beverage notes",none
1883352280,3,94,You pick. We roll,Build your perfect bowl with fresh ingredients from places nearby,rice bowls,https://www.doordash.com/search/store/rice%20bowls?event_type=search&filterQuery-vertical_ids=1,17,65,"Chinese (Sichuan, Taiwanese), Japanese, Thai, Korean: predominant Asian regional flavors","Noodle soups, dumplings, fried rice, milk tea: frequent dinner and lunch choices with occasional fast food items","Savory, spicy and umami‐rich flavors with occasional sweet beverage notes",none
1883352280,4,92,Heat seekers wanted,"Get bold, spicy flavors from restaurants that bring it",spicy food,https://www.doordash.com/search/store/spicy%20food?event_type=search&filterQuery-vertical_ids=1,19,54,"Chinese (Sichuan, Taiwanese), Japanese, Thai, Korean: predominant Asian regional flavors","Noodle soups, dumplings, fried rice, milk tea: frequent dinner and lunch choices with occasional fast food items","Savory, spicy and umami‐rich flavors with occasional sweet beverage notes",none
1883352280,5,84,Sushi and ramen ready,Fresh rolls and rich broths from spots you'll want to reorder,Japanese food,https://www.doordash.com/search/store/Japanese%20food?event_type=search&filterQuery-vertical_ids=1,21,61,"Chinese (Sichuan, Taiwanese), Japanese, Thai, Korean: predominant Asian regional flavors","Noodle soups, dumplings, fried rice, milk tea: frequent dinner and lunch choices with occasional fast food items","Savory, spicy and umami‐rich flavors with occasional sweet beverage notes",none
1883352280,6,82,Curry cravings,Get bold Thai curries and stir-fries delivered in 30 min,Thai food,https://www.doordash.com/search/store/Thai%20food?event_type=search&filterQuery-vertical_ids=1,14,56,"Chinese (Sichuan, Taiwanese), Japanese, Thai, Korean: predominant Asian regional flavors","Noodle soups, dumplings, fried rice, milk tea: frequent dinner and lunch choices with occasional fast food items","Savory, spicy and umami‐rich flavors with occasional sweet beverage notes",none
1883352280,7,82,Korean favorites nearby,"From bibimbap to Korean fried chicken, flavors you'll love",Korean food,https://www.doordash.com/search/store/Korean%20food?event_type=search&filterQuery-vertical_ids=1,23,58,"Chinese (Sichuan, Taiwanese), Japanese, Thai, Korean: predominant Asian regional flavors","Noodle soups, dumplings, fried rice, milk tea: frequent dinner and lunch choices with occasional fast food items","Savory, spicy and umami‐rich flavors with occasional sweet beverage notes",none
1883352280,8,80,Your go-tos are here,Reorder favorites or find something new worth trying,restaurants,https://www.doordash.com/search/store/restaurants?event_type=search&filterQuery-vertical_ids=1,20,52,"Chinese (Sichuan, Taiwanese), Japanese, Thai, Korean: predominant Asian regional flavors","Noodle soups, dumplings, fried rice, milk tea: frequent dinner and lunch choices with occasional fast food items","Savory, spicy and umami‐rich flavors with occasional sweet beverage notes",none
